created,user,header,content,sentiment,theme1,da
2021.02.01 17:02,내인생마지막게임,어비스나 레이드등 여러가지 컨텐츠를 개인도 할수있게 바꿔주세요,로아 게임 연출도 되게 잘만들고 영상미가 좋다보니이런저런 컨텐츠등을 하고 싶은데 이게임은 강제적으로 파티사냥을 해야하죠고인물들이 맨날 가장 높은 티어의 컨텐츠만 돌다보니 저렙구간 컨텐츠는 할 수 가 없어요그러다보니 신규나 복귀는 기존에 있던 여러가지 컨텐츠는 못하는 실정입니다게다가 전부는 아니지만 2주동안 하면서 느낀건데 이겜 유저들은 너무 불친절하고 배려가 없어서조금만 자기가 보기에 못하거나 불편하면 바로 토벌을 폭파시키켜서 진짜 스트레스 받아요아무리 공략을 보고 왔다고 해도 뉴비에겐 이론과 현실은 다르듯이 적응기간이나 등등이 필요한데그거좀 불편하다고 바로 깽판치는 유저가 10중 9명인듯 합니다거기에 주눅들어서 게임 하고싶지도 않아지고 내가 게임하다가 혼날일인가 싶기도 하네요따라서 결론은 컨텐츠들의 전부는 어렵겠지만 이미 지나가 인기 없는 컨텐츠나 강제적 파티필요 컨텐츠등의개인화좀 부탁드립니다 빛강선 디렉터님,-1,버그,건의
2021.02.01 16:35,홍승우,로아 익스프레스 캐릭설정,요번에 이벤트해서 다시 건슬링어 키우려했는데 미션 캐릭터 선택을 잘못했는데 못바꾸나요?..,0,캐릭터,질문
2021.02.01 16:06,천하제일신검,영자야 벨가 버스 1302 부터 타면서?,아르고스도 1325부터 버스 탈수 있게 해주랴 어차피 어비스 보상두 없다~1325-1369는 심심하다 어비스레이드 갈대가 없음 ㅋㅋ,0,점검,의견
2021.02.01 15:42,킨양,실수로 팔아버린 아이템 복구는 얼마나 걸림??,문의 대충 5일정도 지난거 같은데 아직도 답 없음.,0,기타,의견
2021.02.01 14:52,포테의숲,금강선이 머갈 깨진놈은 봐라,무슨놈의 ㅈ망게임이 스킬포인트를 하나하나 노가다 해야되냐?뉴비 다접는다 이런 멍청한 게임이 다있네ㅋㅋ섬마고 나발이고이딴거 땜에 뉴비들 다 접어아둔한놈들아게임을 하는데 뭘 귀찮게 해놨냐뭔 노가다를 게임에서 까지 쳐 하게 맹글어놨노쳐 맞을래 강선아?,-1,기타,질문
2021.02.01 13:52,STOVE83313263,심연의파편,언제까지 쓸수있나요? 공지로 알려준거같은데 기억이 잘안나서요 ㅠ,-1,기타,질문
2021.02.02 19:54,회색의스케빈저,로아하다 지겨울땐,액션쾌감 던파 한판핀드워 레이드,0,레이드,의견
2021.02.02 19:39,158200208,뉴비 질문 파티시 핀? 찍는거 어떻게 해요 ?,파티하고 보스 잡다가 핀?이라고 해야하나..위치 잡는거라고 해야하나..어떻게 하나요?,0,기타,질문
2021.02.02 18:44,STOVE82516698,익스프레스 점핑권 받은 캐릭터 삭제해도 다시 못받아요?,아니면 계정을 삭제해도 안되나요?,0,기타,질문
2021.02.02 18:10,잃어버린,익스프레스 장신구 상자 왜이렇게 많이 줘요?,"많이 준다고 불평하는게 아니고, 어디 쓸데가 있는데 제가 모르는지 싶어서..익스프레스 1330인데 성장지원 장신구 상자가 20개가 쌓였는데 이걸 어떻게 해야하나 싶어서 질문드려요",0,기타,질문
2021.02.02 17:37,STOVE21389779,@리퍼 홀딩스킬 누르기 넘 힘들다 텃치 형으로,텃치형으로 바꿔주세요 힘들어서 못하겠습니다,0,기타,의견
2021.02.02 16:55,즐거운잼민이,리트하니 아예 안나옴 ㅡㅅ ㅡ안해,몽환 숨겨진 모코코 우짤거야 ㅡㅅ ㅡ이번에는 리트 하니까 신속 로브 입어도 3개 버프 먹는거빛모으기 아예 안나오자나.....모코코 변테노마.....ㅡㅅ ㅡ안해 안해,0,기타,의견
2021.02.02 16:43,즐거운잼민이,너모하다 ㅡㅅ ㅡ 우짜라고,,0,기타,의견
2021.02.02 16:30,SKTT1페이커,로아는갓겜이다,,0,기타,의견
2021.02.02 10:16,Dados,복귀유저인데. 지금 점핑아이템 받을 수 있는 건가요?,"친구가 같이 하자고 해서 알페온에 캐릭터 만들었는데, 점핑 가능 떠 있어도 눌러보면 패스 사라는 창밖에 안나오네요점핑캐릭터 만드는 기간이 끝난 건가요? 아니면 아이템 어디서 따로 받아야 하나요?",0,캐릭터,질문
2021.02.02 10:08,유리화원,설치물 뚫고 올라오는 강철 풀 웬말이냐! 스마게는 설치물 업데이트를 뿌려라!,풀 좀 죽여주시면 안 될까요? 8ㅅ8)러그를 뚫고 올라오는 강철 풀이 슬프네요.그리고 영주성 내부 하우징이랑 밤낮/사계절 변화도 부탁드립니다.설치물은 다 캐쉬로 내셔도 좋습니다. 예쁘게만 내주세요.아트팀 화이팅! 충성충성 ^^7,0,버그,질문
2021.02.02 07:48,STOVE84544954,워리어들 보호막 스킬없애라,워리어들 보호막 스킬 왜있냐인내를 올려라 마!!타 직업도 특성 포기하고 하는데 마!!!,0,캐릭터,의견
2021.02.02 06:03,즐거운잼민이,일본은 원래 알피지 안해 ㅋ,일본은 플스 겜이 더 강세지 ㅋ마비노기도 옛날에 과금요소 다빼고진출 햇엇는데 ㅋㅋ로아가 일본 원작 파판보다 더 순위 높으면갓겜 맞지 ㅋㅋㅋ 게다가 일본인은노가다나 과금 떡칠한&nbsp;한국산 게임 안함ㅋㅋㅋㅋ 근데 파판보다 위면 대성공이지ㅋㅋㅋㅋ어그로 증말 ㅋㅋ 겜알못 ㅋㅋ파판이 일본중에서도 성공한 알피지 대작인데ㅋㅋㅋ,0,기타,의견
2021.02.02 05:37,158025741,응애 나애기 뉴비 정말이지 ! 디지몬RPG보다 구진 게임은 첨봐!,재설치는 계속뜨고~백신꺼도 이러고~어떤 방법을 써도 이런대 어케하라는거양 !?접더라도 오기 생겨서 이거 설치하고 접을래응애,0,기타,질문
2021.02.02 04:30,구글유리,니아마을 거래소중개인- 슬린 이 npc 좀 죽여주실분.. **** 거슬려서 못살겠다,노이로제 걸리겠다** npc가 시도때도 없이 신음소리를 자꾸내네이거 설계 실패 아님? 금강선씨?설계 실패 인정하고 npc를 ** 없애던지 조용한 남자로 좀 바꿔주던지살다살다 게임npc 죽여버리고싶은 충동을 느낀다....,0,기타,질문
2021.02.02 03:35,빅스비오빠,"복귀 유저입니다 쿠폰좀 부탁드릴게요 (사전,피시방등)",댓글말고쪽지등으로 부탁드립니다득템이 가득하세요 ^^,0,아이템,의견
2021.02.03 13:09,아들방문잠그지말랫지,로아에서 가장 최악은?,"퀘스트랑 npc 대화 만든 인간들 내가 사장이면 바로 짤라버리고 싶다.로아 노잼에 80% 이상을 기여하고 있는 1진 시키들한두줄이면 될것을 쪼개고 쪼개서 G키를 5번이상 누르게 만들고 심지어 &nbsp; &nbsp; ""......."" &nbsp; &nbsp; &nbsp;이런것도 대화라고 쳐넣음부캐 퀘스트 밀다가 G키를 하도 누르다보니 손목에 통증까지 생기네",0,캐릭터,의견
2021.02.03 11:27,SKTT1페이커,딱보면 18캐릭슬롯늘려서,올 1370만든애들있제? 흔치는않치 누군지는 몇알지금마들이진자로 성공한인생이다 부럽노 행복을딴데서 찾지마라그정도되면 밖에나가서 가족외식하고 지할거 다할수있다근데글마도 그전에 몸빵했다 ㅇㅋ?그것만알고잇으라,0,기타,질문
2021.02.03 10:24,SKTT1페이커,야내거 게정2개,안쓰긴하지만 왜또 정지햇는데?욘마들존놔웃기요마&nbsp; 장난이좀심하네&nbsp; 동네북이가 길가다 함만잡히라&nbsp;,0,기타,질문
2021.02.03 05:53,최강돌파,서머너 커마 이쁜가욤?,,0,기타,의견
2021.02.03 05:46,STOVE83605971,로스트아크 예전에는,까먹고 수확 안했어도 우편으로 '너 수확 안했음 가꼬가셈' 하며 챙겨주던 갓겜이였는데이젠 문의해도 'ㅈ까 안해줘 돌아가' 하네 ㅋㅋㅋㅋㅋㅋㅋㅋ&nbsp; 니네 변했어 ^^ &nbsp; &nbsp; &nbsp; &nbsp; 응 니 실수 돌아가 ~ 하는 친구들은 맥락파악 못하는 언어6~9등급 티내지말고 조용히해죠,0,기타,건의
2021.02.03 02:34,STOVE133565600,보석에스킬변경주의,"배마스킬에 바람의속삭임이란 스킬있는데 이거 버프도주고 잡몹몰리면 한방에 보내는데 편해서 스킬레벨올릴라고 보석열심히 돌렷다. 근데. 아무리 씰링써가며 보석돌려도 다른스킬은 나오는데 이넘의스킬만 안나오더라.. 그스킬에 마우스 데보니 쬐매한 글자로 &nbsp; &nbsp;<span style=""color: rgb(184, 49, 47);"">&nbsp;(최대 레벨)</span> 요래 적혀있네....그럼 바람속삭임이 안나온다는거자나.. ** 150만 실링썻는데 .... 내눈이 고자엿어.... 안보엿어... 아놔.조심해라..니들 스킬 땜에 거지된다. 짐 제련삽질도 몬함. ㅠㅜ . &nbsp;골드로 씰링바꾸러 골드상점 갔더만 . 100골당 1만씰링이네.... ㅜㅠ 우아졸라비싸네.... 빡친다.걍 하소연 하고 간다 . 얼릉 뺑이쳐서 씰링모아야지. 다들 고생해~",-1,아이템,의견
2021.02.03 02:00,랜슬짱,트라곤 배 얻는거 질문입니다,트라곤배 얻는 공략글을 봤는데에포퀘 30일이랑폭풍의닻 은 카던의 칠흑의대성당을 클리어시 확률적으로 나온다고 봤습니다어떤님은 폭풍닻은 크라테르5천개로&nbsp;구매가능하다고하던데 ..카던에서는 안나오는건가요?점핑캐도 닻은 &nbsp;구할구있는거죠?,0,캐릭터,질문
2021.02.03 01:54,STOVE126689842,데모닉 직업 각인,"개발자님, 밸런스 담당자님!충동이냐 &nbsp;or &nbsp;억제냐에 따라 &nbsp; 데모닉의 성격이 완전히 한쪽으로 몰빵되는 느낌으로 개선하면 어떨까요?!충동각인도 &nbsp;=억제 각인처럼 &nbsp;👉악마화스킬의 데미지 상승 넣어주고, &nbsp;더 자주 악마화가 사용 가능하도록 &nbsp;게이지수급도 올려주고 &nbsp;,대신 &nbsp;충동각인시잠식스킬은 &nbsp;순수히 시너지용과 +게이지충전용으로 성격을 완전히 바꾸구요!! (+&nbsp; &nbsp;잠식스킬의 데미지하양 디버프를 주더라도)‼충동도 억제처럼, &nbsp; 악마화시&nbsp; 악마화스킬의 데미지강화를 좀 줘야 하지 않을까요?! 개발자님?!(스카우터 하이퍼싱크 처럼요)전에 충동이 상향을 조금 먹긴 했어도지금&nbsp; 체감상 확실히 억제가 좋아서데모닉이라는 캐릭터의 악마화 상징성이 조금 애매한 느낌입니다!!이도 저도 아닌 캐릭이라는 느낌이 강합니다!근데 아이러니하게도억제각인 사용시,마치 &nbsp; &nbsp;그냥 근접 페이튼 전사 느낌나면서 &nbsp;확실히 &nbsp; 쉽고,쌘것이,,,,,, 억제각인 후 데모닉으로 전투해보면오히려 억제를 기반으로 캐릭터가 설계 된 느낌이 강하고악마화 변신이 오히려 &nbsp; ➡귀찮거나,번거로운 &nbsp;느낌이 강합니다!변신하는 &nbsp;그 짧은 타이밍조차 번거롭게 느껴지고,차라리 &nbsp;변신 할 그 짧은 시간에 &nbsp;( 억제 각인 후) 하울링에 &nbsp;+크루얼커터 &nbsp;날리는게 &nbsp; 더 효율적인 것 같은 느낌이 체감이 됩니다!!악마화라는 데모닉의 상징성을 버려야 캐릭터가 쌘 것이&nbsp; 참 ,,,,,충동 데모닉의 상징성이 확실히 체감되면 좋겠습니다!!&lt;멈출 수 없는 충동&gt;각인의 개선이 필요 할 것 같습니다!👉억제각인에 &nbsp;일반스킬 데미지 강화가 있듯이‼충동각인에 &nbsp;악마화스킬 데미지강화 &nbsp;=이거 하나만 있어도 괜찮을 것 같은데 ,, 아이러니 입니다!",0,버그,질문
2021.02.03 01:21,머루포도,버린 캐릭두 토나오는 퀘와 재련하구 오레하 입성~!!,,0,기타,의견
2021.02.03 00:40,소바르,블레스터 지우고 건슬링어 2일차,잘가~~생성후회는 없다다음은 스타우터 차례가 될듯,0,기타,의견
2021.02.02 22:01,모범집사,시즌 1때 크리스탈로 팔던 말두마리 다시 재판매 해주십쇼!,어디 갔슴까!!검은말 흰말!!,0,기타,의견
2021.02.02 20:55,술마시면근손실,카단 : 푸른 불꽃 퀘스트 삭제 됨?,"욘, 환죽도, 속삭섬 다 했는데 베른에 안 나옴;;",0,기타,의견
2021.02.02 20:40,우주형_TR,질문 있습니다,이번에 복귀하려하는데 기존에 있던 캐릭 닉네임을 그대로 가져와서 새로키우고싶은데 기존 캐릭 삭제하면 바로 닉네임 사용가능한가요?,0,캐릭터,질문
2021.02.02 20:17,SKTT1페이커,낼부터 다시 리셋,골드앵벌이할거면 숙제빨리고 쉬어라&nbsp; 낼을위해서 몸살나긋다 느그겜그렇게 무식하게하는거아이란다,0,기타,의견
2021.02.02 20:17,사막의바람,건의) 강선씨 광분 점 먹게 해주셈 ㅠㅠ,정말 안나오네 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ영지에서 점 판매 하던지 ㅠㅠㅠ,-1,기타,의견
2021.02.04 11:06,SKTT1페이커,느그 뉴비늘면 좋나?,그런애들 늘면늘수록 니매칭공팟 괴로워지는거만알아라신규캐릭출시인데 뉴비들 몰리제? 뉴비이벤도아닌데?맞나아이가?원래 그런애들 없을때가 팟잘안터진다 ㅇㅋ?알제그부분은? 적당한 고인물이좋은거다개속 머이벤머이벤 할때마다 애들 새로운애들광고보고오제? 니시간 뺏는애들이다 그거만알아라뉴비 이런애들은 지한태 관심안가져주고 안가르쳐주면 에라이 고인물들이라제? 신경쓰지마라 근데이부분도 디렉터가 팟터지고 시간 장기간접속유도그린거다 다일부다 ㅇㅋ?빨리 내숙제끝내고 싶은데 그런애들이 괴롭히고 니시간지연시키제?,0,버그,질문
2021.02.04 10:58,진흥기업,1수 2수 이게 무슨말이에요?,가디언 토벌이나 던전에서 자꾸 1수 2수 모집할때 말하시는데 알아야 지원을 할거같아서...,0,레이드,의견
2021.02.04 03:44,띵멍,늅) 어비스 카르코사 공략법좀 알려주세요,"무턱대고 했다가 실패하길래 공략법좀,,,",0,기타,의견
2021.02.03 23:31,갱요,리퍼가 실리안 인가요?,아니네~ 더 쎄네ㄷㄷㄷ,0,기타,의견
2021.02.03 22:26,빨간cola,뉴비의 질문,"1370 찍고 각인, 트포, 템렙, 보석, 중에 우선순위좀 알려주세요 (예정5에 선택무기라는 가정)",0,아이템,의견
2021.02.03 21:29,기행사장,계정인증 왜 이러죠?,어제 까지 잘만 했는데 오늘 퇴근하고 오니 계정 보호 조치가 걸려있고 본인 확인 했는데 입력된 정보랑 다르다고 인증도 안되는데 이거 왜이러는 걸까요?,0,기타,질문
2021.02.03 21:17,96119943,구슬동자 각인서 퀘스트 장신구에 각인 매기기.. 왜 저만 안되는걸까요...ㅠ,2년만에 로아 복귀한 뉴비인데요...점핑권 써서 템렙 900까지 올려놓았습니다. 그런데 핵심 퀘스트 도중 각인관련해서 구슬동자 각인서를 사용하려고하면거래 가능한 각인서는 소멸처리가 안된다는 문구와 함께 다음 퀘스트 진행이 안됩니다...각인서 사용없이 장착하고 있는 반지에는 각인을 이미 해버렸고..어떻게 해야하나요..ㅠ,-1,캐릭터,질문
2021.02.03 20:50,깃허브,아르카디아 무력화 수치좀 내려라 진짜 ㅋㅋ,"나야 회오리 수류탄 넘치고 숙련자라 상관 없는데뉴비들 대차게 욕먹고 아예 손댈려고도 안하는 거 보니까 너무 안타깝다.아니 처음 나왔을 때 시즌1 때 다같이 동렙이었고 트라이 했을 때 재밌던 거였지.지금은 아르카디아 말고 수많은 상위 컨텐츠들이 나온 상황에서점핑권으로 뉴비들이 가장 먼저 접하는 어비스 던전인데 &nbsp;진짜 문제가 없다고 생각하는건 아니죠??그래 슈익과 점핑권으로 &nbsp;폭탄 상자 지급해주는거 알어.근데 그것도 알아요 개발자님들??뉴비들이 회오리 30개 받아봤자 &nbsp;트라이에 거의 다 소진하고 클리어하는데에 부족한 경우도 수두룩하다.골드로 사라고?? 뉴비들이 골드 *** 재련하기도 벅찬데 회오리 살 돈이 있니?? 지금 신호탄도 말 나오는데지금 아르카디아 무력화가 ** 뉴비 2명 이상이면 거의 터진다고 보면 된다.아니 지금 상황이 재밌다고 생각해?? ""뉴비들 ㅈ나게 트라이 해서 클리어 했을 때 기분 ㅈ나 째지겠지? 헤헤헤헤 걍 어렵게 해놔야지""이딴 생각 하는거 아니지 설마?? &nbsp;컨텐츠도 상황에 따라서 난이도조절을 해야 되는데 &nbsp;그게 전혀 안되고 있고이건 지금 상황에선 좀 다른 얘기인데 3티어 '아카테스'도 마찬가지여이런 수문장을 그 레벨대에 그 난이도로 배치해 둔게 말이 된다고 생각하니??아니 지표 본다매 지표 보면 알거아니여?? &nbsp;가디언 난이도도 천차만별에 그런 엄격한 협동을 요구하는 컨텐츠를쪼렙 구간에 배치한게 진짜 이해를 할 수가 없다 이해를 할 수가 없어.아무튼 컨텐츠 좀 상황에 맞게 난이도 좀 조절 하세요. 진짜 나 가장 두려운게 당신들이 """"뉴비들 ㅈ나게 트라이 해서 클리어 했을 때 기분 ㅈ나 째지겠지? 헤헤헤헤 걍 어렵게 해놔야지""이딴 생각 하고 있을지도 모른다는게 난 가장 두려워. &nbsp;뉴비들이 게임사뿐만 아니라 우리 유저들에게도 중요한 존재란 입장에서공략이 문제도 아니고 아니 공략 다 쳐 알아도 무력화가 안터진다고 ㅋ 그리고 공략 암만 눈으로 쳐봐봤자 실전에선 달라.트라이만 ㅈ나 하다가 회오리 수류탄 다 떨어지고 생명의 파편 압박에 골드 압박에 싹 접겠다 진짜로내가 보다 보다 안타까워서 적는다.레이드 트라이해서 깨는게 즐거운거 누가 몰라?? 근데 그건 엔드구간 얘기고뉴비들은 재련해서 엔드까지 가는게 바쁜 상황인데 그딴걸로 발목잡히면 그게 기쁘겠니??그 ㅈㄹ해서 클리어해서 겨우 얻는게 단 200골드 ㅋㅋㅋ뉴비들이 ㅈ나 기뻐하겠다. ^^&nbsp;레이드 난이도를 무작정 너프하라는게 아니라 상위 컨텐츠들이 나온 시점에하위 컨텐츠들을 뉴비들이 처음 접하고 접는 시점과 압박받는 구간을 파악하고 그 구간 난이도 조절을 하란 말이다.",0,캐릭터,질문
2021.02.03 20:42,스네키첸,915이후 강화레벨상자,870레벨짜리를 915만들고 이후부턴 1050까지 성장시켜주는 강화상자는 안주나요? 다른캐릭들 (915되있던 캐릭들은 재료상자를 줫는데)870되있는애들은 915까지 되는 강화상자밖에 안주더라구요 그다음부턴 안주는건가요? 915만들어놧는데..,0,캐릭터,질문
2021.02.03 20:33,STOVE21389779,@리퍼 홀딩스킬 누르기 너무 힘듭니다 텃치형으로 해주세요,힘들어서 못하겠어여 노땅들은 하지말라는 건가요 텃치형으로 해주세요,0,기타,질문
2021.02.03 20:28,천하제일신검,영자야 회폭 던져야 클리어 가능한 던전인데?,회폭 안던진사람 체크정두는 해줘야 하는거 아니냐?그게 시르면 난이도 내려 애드온 같은건 없냐? 누가 물약 얼마나 쓰고 누가 베틀템 얼마나쓰고 누가 무슨 스킬쓰는지 아니면 데미지 미터기라두 만들어봐 그럼 거기 안에 딜량 나올거 아녀 ㅋㅋㅋ 회폭딜이 있는지 확인하면 돼니깐 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,아이템,질문
2021.02.03 20:17,머루포도,스트레스 안받으려면 이번주 도전레이드는 루메만하세영,아카 효요하다 스트레스 받아 죽어영이건 뭐 도전에 원한도 없는 카던쌀먹들이 오질않나원한있어두 공략두 몰라공략알아도 시간이 다 10분 넘어가니욕이 나올려구하구 캐릭보정에 딜넣는 재미도 없어 시간만 잡아먹어보상보면 욕이 그냥 나옴 =ㅁ=그냥 대충만든 도전레이드시즌2 도전레이드 만든 직원은 꼭 짜르시길 ~!!재밌게 하는유저들도 질려 토나와서 접겠다,0,점검,의견
2021.02.03 19:56,랜슬짱,영지 질문좀할게용,처음해서 잘모르는데영지 파견 한명밖에 안되네요뭘 업그레이드하면 파견수를 더 늘릴수있나요?형님들 알려주십시요 ㅠ,-1,레이드,질문
2021.02.03 18:54,STOVE161221493961511,로아 사양 질문점 드릴게요,"현재 사양은cpu I 5 4690&nbsp;램 ddr3 32gbH97보드&nbsp;gtx1060 3gb 입니다.우연찮게 피시방 들러서 잠깐 했는데 정말 재밌더군요.그래서 집에서 해볼까 생각들다가&nbsp; 제 컴 사양이 좀 오래된지라 질문점드립니다.1.주 컨텐츠는 레이드 이뤄서 파티사냥인거 같아서요 . 옵션 타협해서 비교적 원만하게 할수있을까요?2.또는 &nbsp;추가적으로 업글을하게된다면 cpu,메인보드, 램까지 바꿔야 되는 상황인지라&nbsp;적정선에서 어느정도 스펙을 갖춰야 될지도 질문드립니다.",0,레이드,질문
2021.02.03 18:04,MySophia,우리 학원 원장쌤,"고릴라다 대충 이렇게 생기심<img id=""imageUpload6d432fbb-bbff-1d5c-d5d9-00fe6453bb20"" style=""width: 960px;"" src=""//d3kxs6kpbh59hp.cloudfront.net/community/COMMUNITY/9882168ca4d445e8b9741b01f9c3ca09/8e60c99d519547bb97c8e1fab59a7355_1612343047.png"">",0,기타,의견
2021.02.04 19:50,divamay,"장비렙 1500넘는 분들도 좀 보이던데, 그 정도로 찍으려면 골드는 얼마 / 현금은 얼마 들어가나용",제 곧 내,0,기타,의견
2021.02.04 19:18,서의석,로스트아크 메인스토리만으로 50 가게해주세요,로스트아크 메인스토리만 하는 유저인대 &nbsp;메인스토리중에 50렙찍고오라는대 메인만 께고오니 49에서 멈추더군요 렙이 그래서 메인으로만으로도 50가게해주세요 제발 지금 49렙애서 막힘 캐릭이 5섯개라 ㅜㅜ,-1,버그,의견
2021.02.04 18:53,STOVE59934635,서버 통합좀 해줘라..,카단 사람 조나게 없구만...무슨 혼잡이라고 구라칠래????버스라도 맘편하게 대도시가서 타고싶다야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,기타,질문
2021.02.04 18:44,머루포도,전각을 먹어두 아무런 느낌이 없는 =ㅁ=,,0,기타,의견
2021.02.04 18:16,STOVE136057730,도약정수 1개 10크리 10개묶음 95크리로 바꿔줘요,바꿔줭낱개로도 팔고 묶음ㅇ느 할인해줘야지,0,기타,건의
2021.02.04 18:04,thvm7913,핸드폰 본인 인증 불가.... 다른사람들도 이렇다던데 빨리 처리좀 ㅠㅠㅠ,"갑자기 계정보호 조치 걸리더니 핸드폰 인증하면 풀린다길래, 핸드폰 인증 다 했는데 ""가입된 인증 정보와 일치하지 않습니다. (500)"" 이렇게 뜨네여 ㅠㅠㅠ다른사람들 몇몇도 지금 이런거같던데... 빨리 처리 좀 ㅠㅠ 아님 전화 서비스를 제발 만들어 줘요 답답해 죽겠네.",-1,기타,의견
2021.02.04 17:20,로스트아크하는현석이,실리안 워로드 전설아바타 상의 교환하실분!,댓글이나 '전차부대' 귓주세요,0,기타,의견
2021.02.04 16:56,DiaSHu,본인인증 왜 안됨ㅠㅠ,"스마게홈, 로아공식홈에서는 본인인증 잘만되는데왜 클라에서 인증하려하면 '가입된 인증 정보와 일치하지않습니다(500)' 이따위만 뜨는데ㅠㅠ!토욜에 발탄잡으면 무기장비 2셋 맞출 달달함에 취해있었는데어제쓴 문의 답변도 없고 ㄹㅇ 너무 고통스럽다ㅠㅠㅠㅠㅠ스마게 고객센터 전화하니까 로아문제니까 자기네들은 모른다고하고 &nbsp;확인중이라고 답변이라도 남겨줘 제발ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ",-1,기타,의견
2021.02.04 13:15,STOVE21389779,@ 리퍼 홀딩스킬 누르기 너무 힘듭니다 텃치형으로 바꿔주세요,텃치형으로 바꿔야 노년층도 사냥 가능합니다,0,기타,의견
2021.02.04 13:05,머루포도,전각 용맹만 먹어본 저주 캐릭 바드가 더디어 절구 +ㅁ+,,0,기타,의견
2021.02.04 12:30,즐거운잼민이,더 존심상하네,ㅇ ㅑ 이거뜨라 카던이라고 대충하기냐??벌래스터가 엠비피라니 말이되냐???아무리 내가 333각인을 맞췃어도 글치 &nbsp;ㅡㅅ ㅡ 하는척 하면서 놀앗구만박제 해두립니다 ㅋㅋㅋㅋ 졸잼,0,아이템,질문
2021.02.04 12:01,divamay,친구가 하는 스카우터 재밌어 보여서 제가 대신 키우고 있는데,하면 할수록 스카우터가 서머너보다 더 원거리 마법사 같네요......드론 스킬 최대치로 찍으면 드론이 알아서 다 하고.......서머너는 스킬 시전하다 몹한테 맞고 취소되기가 다반사인데.........,0,기타,의견
2021.02.04 11:52,한방에할렐루야,로아 3주차 유저가 남기는 로에 용어,"저도 잘 모르지만 지금까지 습득한 용어는원3: 원한각인 3단계, 어빌리티스톤에 6, 반지에 원한9 각인 해서 15를 맞추면 됨직각: 직업전용 각인, 각 직업별로 2종씩 있음 둘 중 하나 택 해서 하면 됨아덴: 아이덴티티 z키 스킬 이라는 뜻벨가2수300: 300골 내면 벨가2번 돌아준다는 뜻321321: 어비스던전을 역순으로 돈다는 뜻도가토: 도전가디언토벌회폭: 회오리폭탄, 무력화, 주황색 게이지가 뜨면 던지는 공략이 있음파폭: 파괴폭탄, 부위파괴, 몬스터 몸에 녹색 동그라미가 뜨면 던지는 공략이 있음정가: 정령의가호 물약 비쌈본1부3: 1인당 본캐 1 부캐 3번 도는 파티라는 뜻아르파티, 파푸 항협: 항해협동 파티를 구하는 중이라는 뜻, 항해 주화랑 해적주화를 먹을 수 있음숙코: 모르면서 아는척약코: 강하면서 약한척떠상: 떠돌이 상인, 모험의서 템이나 카드를 팜남바절: 남겨진바람의 절벽 카드세트, 6종의 카드를 모아서 12각성을 하면 치확 7%효과를 얻을 수 있음 솔라스와 세리아는 노가다로 구하고 나머지는 운빨아르고스3페 미참2000독식4000: 아르고스 버스를 탈때 3페 까지 클리어 한 후, 경매에 참여하지않으면 버스비가 2천골, 경매템을 모두 독식 하면 버스비가 4천골 이라는 뜻",0,캐릭터,의견
2021.02.04 11:48,영구메일,아바타 질문,뉴비인데요.. 길가다가 어느분 아바타를 봤는데 아바타를 2개씩 끼셨더라고요?전설아바타랑 일반압이랑 같이 끼셨던데 어떻게 저렇게 끼나요?그리고 저렇게 착용한다면 성향이나 민첩같은거 아바타 2개 낀거 각각 적용 되나요?,0,기타,질문
